RMW Direct Sales - West - Emails,2014-12-09,2014-12-17,Geographic,No Gender Data,RMW Direct Sales - W,12.8455,21,65,Keyword
RMW Direct Sales - West - Email Lookalikes,2014-12-09,2014-12-17,Geographic,No Gender Data,RMW Direct Sales - W,537.786,21,65,Keyword
RMW Direct Sales - West - Fans,2014-12-09,2014-12-17,Geographic,No Gender Data,RMW Direct Sales - W,92.0,21,65,Keyword
RMW Direct Sales - East/Mid - Email Lookalikes,2014-12-09,2014-12-15,Geographic,No Gender Data,RMW Direct Sales - E,420.44,21,65,Keyword
RMW Direct Sales - East/Mid - Emails,2014-12-09,2014-12-15,Geographic,No Gender Data,RMW Direct Sales - E,37.168,21,65,Keyword
RMW Direct Sales - East/Mid - Fans,2014-12-09,2014-12-15,Geographic,No Gender Data,RMW Direct Sales - E,249.97549999999998,21,65,Keyword
RMW Direct Sales - California - Fans,2014-12-09,2014-12-19,Geographic,No Gender Data,RMW Direct Sales - C,249.97549999999998,21,65,Keyword
RMW Direct Sales - California - Email Lookalikes,2014-12-09,2014-12-19,Geographic,No Gender Data,RMW Direct Sales - C,476.859,21,65,Keyword
RMW Direct Sales - California - Emails,2014-12-09,2014-12-19,Geographic,No Gender Data,RMW Direct Sales - C,21.229,21,65,Keyword
Clos du Bois Direct Sales - West - Emails,2014-12-09,2014-12-17,Geographic,No Gender Data,Clos du Bois Direct ,12.1555,21,65,Keyword
Clos du Bois Direct Sales - West - Email Lookalikes,2014-12-09,2014-12-17,Geographic,No Gender Data,Clos du Bois Direct ,335.984,21,65,Keyword
Clos du Bois Direct Sales - West - Fans,2014-12-09,2014-12-17,Geographic,No Gender Data,Clos du Bois Direct ,230.51749999999996,21,65,Keyword
Clos du Bois Direct Sales - East/Mid - Fans,2014-12-09,2014-12-15,Geographic,No Gender Data,Clos du Bois Direct ,229.9885,21,65,Keyword
Clos du Bois Direct Sales - East/Mid - Email Lookalikes,2014-12-09,2014-12-15,Geographic,No Gender Data,Clos du Bois Direct ,479.78,21,65,Keyword
Clos du Bois Direct Sales - East/Mid - Emails,2014-12-09,2014-12-15,Geographic,No Gender Data,Clos du Bois Direct ,23.022999999999996,21,65,Keyword
Clos du Bois Direct Sales - California - Email Lookalikes,2014-12-09,2014-12-19,Geographic,No Gender Data,Clos du Bois Direct ,538.0849999999999,21,65,Keyword
Clos du Bois Direct Sales - California - Emails,2014-12-09,2014-12-19,Geographic,No Gender Data,Clos du Bois Direct ,15.3525,21,65,Keyword
Clos du Bois Direct Sales - California - Fans,2014-12-09,2014-12-19,Geographic,No Gender Data,Clos du Bois Direct ,228.70049999999998,21,65,Keyword
Constellation Remarketing Ad Set 1,2014-10-23,2016-01-29,No Targeting Information,No Gender Data,Constellation Remark,232.23099999999997,No Targeting,No Targeting,No Methodology
Dreaming Tree 2016 Jan Sweeps Food,2016-01-01,2016-01-30,Geographic,No Gender Data,Dreaming Tree,3153.254,21,65,Keyword
Dreaming Tree 2016 Jan Sweeps Music,2016-01-01,2016-01-30,Geographic,No Gender Data,Dreaming Tree,3409.9569999999994,21,65,Keyword
Dreaming Tree February 2015,2015-03-02,2015-03-04,National,No Gender Data,Dreaming Tree,8203.364,21,65,Behavioral
Dreaming Tree February 2015,2015-02-21,2015-02-28,National,No Gender Data,Dreaming Tree,58798.441999999995,21,65,Behavioral
Estancia 2016 sweepstakes behavior,2015-05-01,2015-06-30,National,No Gender Data,Estancia,3199.8404999999993,21,65,Behavioral
Estancia 2016 sweepstakes interest,2015-05-01,2015-06-30,National,No Gender Data,Estancia,16799.867,21,65,Keyword
Estancia Aspen Sweepstakes,2014-09-10,2014-10-15,No Targeting Information,No Gender Data,Estancia,1490.4229999999998,No Targeting,No Targeting,No Methodology
US - 21+,2014-08-13,2014-08-14,Geographic,No Gender Data,US - 21+,100.00399999999999,21,65,Keyword
US - 21-65,2014-03-13,2014-03-14,No Targeting Information,No Gender Data,US - 21-,100.00399999999999,No Targeting,No Targeting,No Methodology
US - 21-65,2014-03-12,2014-03-13,No Targeting Information,No Gender Data,US - 21-,100.00399999999999,No Targeting,No Targeting,No Methodology
US - 21-65,2014-02-21,2014-02-24,No Targeting Information,No Gender Data,US - 21-,400.01599999999996,No Targeting,No Targeting,No Methodology
US - 21-65,2014-02-18,2014-02-21,No Targeting Information,No Gender Data,US - 21-,396.92249999999996,No Targeting,No Targeting,No Methodology
US - 21-65,2014-02-14,2014-02-14,No Targeting Information,No Gender Data,US - 21-,376.7745,No Targeting,No Targeting,No Methodology
US - 21-65,2014-02-11,2014-02-14,No Targeting Information,No Gender Data,US - 21-,400.01599999999996,No Targeting,No Targeting,No Methodology
US - 21-65,2014-02-06,2014-02-09,No Targeting Information,No Gender Data,US - 21-,400.01599999999996,No Targeting,No Targeting,No Methodology
US - 21-65,2014-01-30,2014-02-02,No Targeting Information,No Gender Data,US - 21-,400.01599999999996,No Targeting,No Targeting,No Methodology
US - 21-65,2014-01-28,2014-01-31,No Targeting Information,No Gender Data,US - 21-,400.246,No Targeting,No Targeting,No Methodology
US - 21-65,2014-01-20,2014-01-23,No Targeting Information,No Gender Data,US - 21-,400.01599999999996,No Targeting,No Targeting,No Methodology
US - 21-65,2014-01-17,2014-01-20,No Targeting Information,No Gender Data,US - 21-,400.01599999999996,No Targeting,No Targeting,No Methodology
US - 21-65,2014-01-14,2014-01-17,No Targeting Information,No Gender Data,US - 21-,400.01599999999996,No Targeting,No Targeting,No Methodology
US - 21-65,2014-01-10,2014-01-13,No Targeting Information,No Gender Data,US - 21-,400.01599999999996,No Targeting,No Targeting,No Methodology
US - 21-65,2013-12-12,2013-12-15,No Targeting Information,No Gender Data,US - 21-,250.01,No Targeting,No Targeting,No Methodology
US - 21-65,2013-12-10,2013-12-13,No Targeting Information,No Gender Data,US - 21-,251.51649999999998,No Targeting,No Targeting,No Methodology
US - 21-65,2013-11-21,2013-11-27,No Targeting Information,No Gender Data,US - 21-,112.86099999999999,No Targeting,No Targeting,No Methodology
US - 21-65,2013-11-21,2013-11-24,No Targeting Information,No Gender Data,US - 21-,Spend Not Available,No Targeting,No Targeting,No Methodology
Kim Crawford NZ Video Campaign 1 FOF,2015-10-27,2015-11-05,Geographic,No Gender Data,Kim Crawford,282.6355,18,65,Keyword
Kim Crawford NZ Video Campaign 1,2015-10-27,2015-11-05,Geographic,No Gender Data,Kim Crawford,57.49999999999999,18,65,Keyword
Mark West 2016 Local Campaign Week 8 Local 5,2015-12-20,2015-12-26,Geographic,No Gender Data,Mark West,70.1155,21,65,Keyword
Mark West 2016 Local Campaign Week 8 Local 7,2015-12-20,2015-12-26,Geographic,No Gender Data,Mark West,97.083,21,65,Keyword
Mark West 2016 Local Campaign Week 8 Local 2,2015-12-20,2015-12-26,Geographic,No Gender Data,Mark West,242.70749999999998,21,65,Keyword
Mark West 2016 Local Campaign Week 8 Local 3,2015-12-20,2015-12-26,Geographic,No Gender Data,Mark West,210.3465,21,65,Keyword
Mark West 2016 Local Campaign Week 8 Local 1,2015-12-20,2015-12-26,Geographic,No Gender Data,Mark West,172.592,21,65,Keyword
Mark West 2016 Local Campaign Week 8 Local 6,2015-12-20,2015-12-26,Geographic,No Gender Data,Mark West,167.19849999999997,21,65,Keyword
Mark West 2016 Local Campaign Week 8 Local 4,2015-12-20,2015-12-26,Geographic,No Gender Data,Mark West,151.01799999999997,21,65,Keyword
Mark West 2016 Local Campaign Week 7 Local 7,2015-12-13,2015-12-19,Geographic,No Gender Data,Mark West,96.95649999999999,21,65,Keyword
Mark West 2016 Local Campaign Week 7 Local 6,2015-12-13,2015-12-19,Geographic,No Gender Data,Mark West,167.0375,21,65,Keyword
Mark West 2016 Local Campaign Week 7 Local 2,2015-12-13,2015-12-19,Geographic,No Gender Data,Mark West,242.42,21,65,Keyword
Mark West 2016 Local Campaign Week 7 Local 4,2015-12-13,2015-12-19,Geographic,No Gender Data,Mark West,150.86849999999998,21,65,Keyword
Mark West 2016 Local Campaign Week 7 Local 3,2015-12-13,2015-12-19,Geographic,No Gender Data,Mark West,210.1165,21,65,Keyword
Mark West 2016 Local Campaign Week 7 Local 5,2015-12-13,2015-12-19,Geographic,No Gender Data,Mark West,70.06949999999999,21,65,Keyword
Mark West 2016 Local Campaign Week 7 Local 1,2015-12-13,2015-12-19,Geographic,No Gender Data,Mark West,172.4885,21,65,Keyword
Mark West 2016  Local Campaign Week 6 Local 7,2015-12-06,2015-12-31,Geographic,No Gender Data,Mark West,195.40799999999996,21,65,Keyword
Mark West 2016  Local Campaign Week 6 Local 6,2015-12-06,2015-12-31,Geographic,No Gender Data,Mark West,413.74699999999996,21,65,Keyword
Mark West 2016  Local Campaign Week 6 Local 2,2015-12-06,2015-12-31,Geographic,No Gender Data,Mark West,517.201,21,65,Keyword
Mark West 2016  Local Campaign Week 6 Local 4,2015-12-06,2015-12-31,Geographic,No Gender Data,Mark West,298.908,21,65,Keyword
Mark West 2016  Local Campaign Week 6 Local 3,2015-12-06,2015-12-31,Geographic,No Gender Data,Mark West,451.513,21,65,Keyword
Mark West 2016  Local Campaign Week 6 Local 5,2015-12-06,2015-12-31,Geographic,No Gender Data,Mark West,137.9655,21,65,Keyword
Mark West 2016  Local Campaign Week 6 Local 1,2015-12-06,2015-12-31,Geographic,No Gender Data,Mark West,413.8159999999999,21,65,Keyword
Mark West 2016 Local Campaign Week 5 Local 7,2015-11-29,2015-12-05,Geographic,No Gender Data,Mark West,97.07149999999999,21,65,Keyword
Mark West 2016 Local Campaign Week 5 Local 6,2015-11-29,2015-12-05,Geographic,No Gender Data,Mark West,167.19849999999997,21,65,Keyword
Mark West 2016 Local Campaign Week 5 Local 2,2015-11-29,2015-12-05,Geographic,No Gender Data,Mark West,242.69599999999997,21,65,Keyword
Mark West 2016 Local Campaign Week 5 Local 4,2015-11-29,2015-12-05,Geographic,No Gender Data,Mark West,151.01799999999997,21,65,Keyword
Mark West 2016 Local Campaign Week 5 Local 5,2015-11-29,2015-12-05,Geographic,No Gender Data,Mark West,70.1155,21,65,Keyword
Mark West 2016 Local Campaign Week 5 Local 3,2015-11-29,2015-12-05,Geographic,No Gender Data,Mark West,210.3465,21,65,Keyword
Mark West 2016 Local Campaign Week 5 Local 1,2015-11-29,2015-12-05,Geographic,No Gender Data,Mark West,172.592,21,65,Keyword
Mark West 2016 Local Campaign Week 4 Local 5,2015-11-22,2015-11-28,Geographic,No Gender Data,Mark West,70.1155,21,65,Keyword
Mark West 2016 Local Campaign Week 4 Local 6,2015-11-22,2015-11-28,Geographic,No Gender Data,Mark West,167.19849999999997,21,65,Keyword
Mark West 2016 Local Campaign Week 4 Local 4,2015-11-22,2015-11-28,Geographic,No Gender Data,Mark West,151.01799999999997,21,65,Keyword
Mark West 2016 Local Campaign Week 4 Local 3,2015-11-22,2015-11-28,Geographic,No Gender Data,Mark West,210.3465,21,65,Keyword
Mark West 2016 Local Campaign Week 4 Local 7,2015-11-22,2015-11-28,Geographic,No Gender Data,Mark West,97.083,21,65,Keyword
Mark West 2016 Local Campaign Week 4 Local 1,2015-11-22,2015-11-28,Geographic,No Gender Data,Mark West,172.592,21,65,Keyword
Mark West 2016 Local Campaign Week 4 Local 2,2015-11-22,2015-11-28,Geographic,No Gender Data,Mark West,242.70749999999998,21,65,Keyword
Mark West 2016 MW Campaign Week 7,2015-12-13,2015-12-19,Geographic,No Gender Data,Mark West,555.5534999999999,21,65,Keyword
Mark West 2016 MW Campaign Week 9,2015-12-27,2015-12-31,Geographic,No Gender Data,Mark West,555.1049999999999,21,65,Keyword
Mark West 2016 MW Campaign Week 8,2015-12-20,2015-12-26,Geographic,No Gender Data,Mark West,555.5534999999999,21,65,Keyword
Mark West 2016 MW Campaign Week 4,2015-11-22,2015-11-28,Geographic,No Gender Data,Mark West,555.5534999999999,21,65,Keyword
Mark West 2016 MW Campaign Week 5,2015-11-29,2015-12-05,Geographic,No Gender Data,Mark West,555.5419999999999,21,65,Keyword
Mark West 2016 MW Campaign Week 6,2015-12-06,2015-12-12,Geographic,No Gender Data,Mark West,555.5534999999999,21,65,Keyword
Mark West 2016 MW Campaign Week 3,2015-11-15,2015-11-21,Geographic,No Gender Data,Mark West,555.5534999999999,21,65,Keyword
Mark West 2016 MW Campaign Week 2,2015-11-08,2015-11-14,Geographic,No Gender Data,Mark West,449.45449999999994,21,65,Keyword
Mark West 2016 MW Campaign Week 1,2015-11-01,2015-11-07,Geographic,No Gender Data,Mark West,555.5534999999999,21,65,Keyword
Mark West 2016  Local Campaign Week 3 Local 7,2015-11-15,2015-11-21,Geographic,No Gender Data,Mark West,97.083,21,65,Keyword
Mark West 2016 Local Campaign Week 2 Local 5,2015-11-08,2015-11-14,Geographic,No Gender Data,Mark West,56.833,21,65,Keyword
Mark West 2016 Local Campaign Week 1 Local 7,2015-11-01,2015-11-07,Geographic,No Gender Data,Mark West,97.083,21,65,Keyword
Mark West 2016 Local Campaign Week 2 Local 7,2015-11-08,2015-11-14,Geographic,No Gender Data,Mark West,78.79799999999999,21,65,Keyword
Mark West 2016 Local Campaign Week 1 Local 6,2015-11-01,2015-11-07,Geographic,No Gender Data,Mark West,167.19849999999997,21,65,Keyword
Mark West 2016  Local Campaign Week 3 Local 5,2015-11-15,2015-11-21,Geographic,No Gender Data,Mark West,70.1155,21,65,Keyword
Mark West 2016 Local Campaign Week 1 Local 2,2015-11-01,2015-11-07,Geographic,No Gender Data,Mark West,242.70749999999998,21,65,Keyword
Mark West 2016 Local Campaign Week 1 Local 5,2015-11-01,2015-11-07,Geographic,No Gender Data,Mark West,70.1155,21,65,Keyword
Mark West 2016 Local Campaign Week 1 Local 4,2015-11-01,2015-11-07,Geographic,No Gender Data,Mark West,151.01799999999997,21,65,Keyword
Mark West 2016 Local Campaign Week 1 Local 3,2015-11-01,2015-11-07,Geographic,No Gender Data,Mark West,210.3465,21,65,Keyword
Mark West 2016 Local Campaign Week 1 Local 1,2015-11-01,2015-11-07,Geographic,No Gender Data,Mark West,172.592,21,65,Keyword
Mark West 2016  Local Campaign Week 3 Local 4,2015-11-15,2015-11-21,Geographic,No Gender Data,Mark West,151.01799999999997,21,65,Keyword
Mark West 2016  Local Campaign Week 3 Local 3,2015-11-15,2015-11-21,Geographic,No Gender Data,Mark West,210.3465,21,65,Keyword
Mark West 2016  Local Campaign Week 3 Local 6,2015-11-15,2015-11-21,Geographic,No Gender Data,Mark West,167.19849999999997,21,65,Keyword
Mark West 2016  Local Campaign Week 3 Local 2,2015-11-15,2015-11-21,Geographic,No Gender Data,Mark West,242.70749999999998,21,65,Keyword
Mark West 2016  Local Campaign Week 3 Local 1,2015-11-15,2015-11-21,Geographic,No Gender Data,Mark West,172.592,21,65,Keyword
Mark West 2016 Local Campaign Week 2 Local 4,2015-11-08,2015-11-14,Geographic,No Gender Data,Mark West,122.32549999999999,21,65,Keyword
Mark West 2016 Local Campaign Week 2 Local 2,2015-11-08,2015-11-14,Geographic,No Gender Data,Mark West,198.59349999999998,21,65,Keyword
Mark West 2016 Local Campaign Week 2 Local 3,2015-11-08,2015-11-14,Geographic,No Gender Data,Mark West,171.051,21,65,Keyword
Mark West 2016 Local Campaign Week 2 Local 1,2015-11-08,2015-11-14,Geographic,No Gender Data,Mark West,141.1395,21,65,Keyword
Mark West 2016 Local Campaign Week 2 Local 6,2015-11-08,2015-11-14,Geographic,No Gender Data,Mark West,136.43599999999998,21,65,Keyword
Mark West 2016 NW Campaign Week 9 Albertsons,2015-12-27,2015-12-31,Geographic,No Gender Data,Mark West,268.157,21,65,Demo
Mark West 2016 NW Campaign Week 9 Safeway 2,2015-12-27,2015-12-31,Geographic,No Gender Data,Mark West,134.08999999999997,21,65,Demo
Mark West 2016 NW Campaign Week 9 FredMeyer,2015-12-27,2015-12-31,Geographic,No Gender Data,Mark West,292.123,21,65,Demo
Mark West 2016 NW Campaign Week 9 Safeway 1,2015-12-27,2015-12-31,Geographic,No Gender Data,Mark West,225.08949999999996,21,65,Demo
Mark West 2016 NW Campaign Week 9 QFC,2015-12-27,2015-12-31,Geographic,No Gender Data,Mark West,191.46349999999998,21,65,Demo
Mark West 2016 NW Campaign Week 8 Safeway 2,2015-12-20,2015-12-26,Geographic,No Gender Data,Mark West,134.1015,21,65,Demo
Mark West 2016 NW Campaign Week 8 Albertsons,2015-12-20,2015-12-26,Geographic,No Gender Data,Mark West,268.203,21,65,Demo
Mark West 2016 NW Campaign Week 8 Safeway 1,2015-12-20,2015-12-26,Geographic,No Gender Data,Mark West,225.101,21,65,Demo
Mark West 2016 NW Campaign Week 8 FredMeyer,2015-12-20,2015-12-26,Geographic,No Gender Data,Mark West,292.14599999999996,21,65,Demo
Mark West 2016 NW Campaign Week 8 QFC,2015-12-20,2015-12-26,Geographic,No Gender Data,Mark West,191.567,21,65,Demo
Mark West 2016 NW Campaign Week 7 Safeway 2,2015-12-13,2015-12-19,Geographic,No Gender Data,Mark West,134.1015,21,65,Demo
Mark West 2016 NW Campaign Week 7 Safeway 1,2015-12-13,2015-12-19,Geographic,No Gender Data,Mark West,225.101,21,65,Demo
Mark West 2016 NW Campaign Week 7 FredMeyer,2015-12-13,2015-12-19,Geographic,No Gender Data,Mark West,292.14599999999996,21,65,Demo
Mark West 2016 NW Campaign Week 7 Albertsons,2015-12-13,2015-12-19,Geographic,No Gender Data,Mark West,268.203,21,65,Demo
Mark West 2016 NW Campaign Week 7 QFC,2015-12-13,2015-12-19,Geographic,No Gender Data,Mark West,191.567,21,65,Demo
Mark West 2016 NW Campaign Week 6 Albertsons,2015-12-06,2015-12-12,Geographic,No Gender Data,Mark West,268.203,21,65,Demo
Mark West 2016 NW Campaign Week 6 FredMeyer,2015-12-06,2015-12-12,Geographic,No Gender Data,Mark West,292.14599999999996,21,65,Demo
Mark West 2016 NW Campaign Week 6 Safeway 1,2015-12-06,2015-12-12,Geographic,No Gender Data,Mark West,225.101,21,65,Demo
Mark West 2016 NW Campaign Week 6 Safeway 2,2015-12-06,2015-12-12,Geographic,No Gender Data,Mark West,134.1015,21,65,Demo
Mark West 2016 NW Campaign Week 6 QFC,2015-12-06,2015-12-12,Geographic,No Gender Data,Mark West,191.567,21,65,Demo
Mark West 2016 NW Campaign Week 5 FredMeyer,2015-11-29,2015-12-05,Geographic,No Gender Data,Mark West,292.14599999999996,21,65,Demo
Mark West 2016 NW Campaign Week 5 Safeway 1,2015-11-29,2015-12-05,Geographic,No Gender Data,Mark West,225.101,21,65,Demo
Mark West 2016 NW Campaign Week 5 Albertsons,2015-11-29,2015-12-05,Geographic,No Gender Data,Mark West,268.203,21,65,Demo
Mark West 2016 NW Campaign Week 5 Safeway 2,2015-11-29,2015-12-05,Geographic,No Gender Data,Mark West,134.08999999999997,21,65,Demo
Mark West 2016 NW Campaign Week 5 QFC,2015-11-29,2015-12-05,Geographic,No Gender Data,Mark West,191.55549999999997,21,65,Demo
Mark West 2016 NW Campaign Week 4 Albertsons,2015-11-22,2015-11-28,Geographic,No Gender Data,Mark West,268.203,21,65,Demo
Mark West 2016 NW Campaign Week 4 FredMeyer,2015-11-22,2015-11-28,Geographic,No Gender Data,Mark West,292.14599999999996,21,65,Demo
Mark West 2016 NW Campaign Week 4 Safeway 1,2015-11-22,2015-11-28,Geographic,No Gender Data,Mark West,225.101,21,65,Demo
Mark West 2016 NW Campaign Week 4 Safeway 2,2015-11-22,2015-11-28,Geographic,No Gender Data,Mark West,134.1015,21,65,Demo
Mark West 2016 NW Campaign Week 4 QFC,2015-11-22,2015-11-28,Geographic,No Gender Data,Mark West,191.567,21,65,Demo
Mark West 2016 NW Campaign Week 3 Safeway 2,2015-11-15,2015-11-21,Geographic,No Gender Data,Mark West,134.1015,21,65,Demo
Mark West 2016 NW Campaign Week 3 Safeway 1,2015-11-15,2015-11-21,Geographic,No Gender Data,Mark West,225.101,21,65,Demo
Mark West 2016 NW Campaign Week 3 QFC,2015-11-15,2015-11-21,Geographic,No Gender Data,Mark West,191.567,21,65,Demo
Mark West 2016 NW Campaign Week 3 FredMeyer,2015-11-15,2015-11-21,Geographic,No Gender Data,Mark West,292.14599999999996,21,65,Demo
Mark West 2016 NW Campaign Week 3 Albertsons,2015-11-15,2015-11-21,Geographic,No Gender Data,Mark West,268.203,21,65,Demo
Mark West 2016 NW Campaign Week 2 Safeway 2,2015-11-08,2015-11-14,Geographic,No Gender Data,Mark West,108.56,21,65,Demo
Mark West 2016 NW Campaign Week 2 Safeway 1,2015-11-08,2015-11-14,Geographic,No Gender Data,Mark West,184.35649999999998,21,65,Demo
Mark West 2016 NW Campaign Week 2 QFC,2015-11-08,2015-11-14,Geographic,No Gender Data,Mark West,156.98649999999998,21,65,Demo
Mark West 2016 NW Campaign Week 2 FredMeyer,2015-11-08,2015-11-14,Geographic,No Gender Data,Mark West,239.338,21,65,Demo
